client_id,district_id,sex,age,age_category,no. of inhabitants,ratio of urban inhabitants,average salary,crime_increase,unemployment_increase,crime_avg,unemployment_avg
7567,5,m,62,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
7576,38,m,37,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
7586,56,f,26,25-40,124605,46.00,8772,2.44,0.29,24.12,4.84
7594,64,f,50,40-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
7614,64,m,22,18-25,197099,74.70,9624,-1.11,0.71,22.19,1.96
7632,1,m,51,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
7672,26,m,46,40-50,170449,100.00,10787,1.29,0.45,36.09,2.87
7678,3,m,37,25-40,75232,41.70,8980,-0.15,0.26,37.46,2.08
7683,12,m,53,25-50,107870,58.00,8754,0.59,0.48,35.56,4.07
7723,48,f,33,25-40,78955,59.00,9060,0.79,0.66,21.35,2.11
7724,48,m,31,25-40,78955,59.00,9060,0.79,0.66,21.35,2.11
7727,31,f,41,40-50,51313,59.20,8930,2.42,0.68,27.09,3.86
7753,70,f,21,18-25,285387,89.90,10177,0.81,1.12,35.02,7.19
7765,1,f,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
7772,1,f,23,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
7787,34,m,48,40-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
7796,50,f,24,18-25,102609,52.00,8187,0.11,0.62,20.74,5.14
7797,50,m,29,25-40,102609,52.00,8187,0.11,0.62,20.74,5.14
7800,16,f,42,40-50,93931,56.90,8427,0.42,0.42,20.16,1.33
7814,61,f,23,18-25,117897,53.80,8814,-0.45,0.98,17.69,5.25
7815,4,f,53,25-50,149893,67.40,9753,4.32,0.41,37.15,4.84
7843,6,m,33,25-40,77963,51.50,8546,6.16,1.07,36.94,3.48
7855,7,f,35,25-40,94725,63.40,9920,5.88,0.61,48.22,2.56
7862,74,m,34,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
7863,72,m,40,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
7864,34,m,64,25-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
7914,38,f,33,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
7959,1,f,21,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
7970,74,m,32,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
7980,16,m,23,18-25,93931,56.90,8427,0.42,0.42,20.16,1.33
8013,43,m,57,25-50,161854,76.30,9425,-1.20,0.78,24.64,2.11
8030,1,m,32,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
8064,54,f,33,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
8074,61,m,41,40-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
8076,16,f,49,40-50,93931,56.90,8427,0.42,0.42,20.16,1.33
8089,35,m,34,25-40,88768,80.50,8867,2.66,0.19,39.45,1.11
8091,5,m,28,25-40,95616,51.40,9307,4.43,0.58,29.58,4.14
8096,38,f,20,18-25,85852,59.80,8965,1.97,1.15,31.89,7.66
8105,72,m,36,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
8130,62,f,23,18-25,145688,40.70,8544,1.28,0.57,19.30,1.58
8200,1,f,55,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
8217,69,m,21,18-25,42821,48.40,8173,0.00,0.00,31.71,7.01
8276,43,f,20,18-25,161854,76.30,9425,-1.20,0.78,24.64,2.11
8287,14,m,63,25-50,177686,74.80,10045,-1.74,0.29,36.30,1.56
8295,15,f,48,40-50,58796,51.90,9045,0.58,0.47,31.67,3.37
8327,48,f,54,25-50,78955,59.00,9060,0.79,0.66,21.35,2.11
8333,60,m,33,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
8342,76,m,20,18-25,127369,51.20,8369,-7.29,1.15,25.69,5.30
8356,3,m,30,25-40,75232,41.70,8980,-0.15,0.26,37.46,2.08
8359,74,m,20,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
8362,74,f,24,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
8366,41,f,39,25-40,118650,85.60,9832,-8.21,1.16,50.21,3.90
8392,36,f,33,25-40,159617,85.20,9198,2.11,0.95,37.36,3.81
8393,36,m,33,25-40,159617,85.20,9198,2.11,0.95,37.36,3.81
8432,38,f,31,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
8433,38,m,38,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
8463,75,m,52,25-50,138032,64.60,8819,3.20,0.28,31.04,5.52
8489,75,f,47,40-50,138032,64.60,8819,3.20,0.28,31.04,5.52
8502,51,m,56,25-50,121947,70.50,8541,2.81,0.46,30.07,2.74
8506,69,f,20,18-25,42821,48.40,8173,0.00,0.00,31.71,7.01
8510,55,m,52,25-50,157042,33.90,8743,1.50,0.55,24.05,2.16
8548,57,f,54,25-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
8568,1,f,28,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
8571,54,m,64,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
8598,46,f,42,40-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
8610,55,f,51,25-50,157042,33.90,8743,1.50,0.55,24.05,2.16
8611,55,m,51,25-50,157042,33.90,8743,1.50,0.55,24.05,2.16
8615,12,f,60,25-50,107870,58.00,8754,0.59,0.48,35.56,4.07
8636,71,f,58,25-50,161227,69.70,8678,-2.39,-0.36,29.69,5.75
8661,1,f,45,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
8666,7,f,28,25-40,94725,63.40,9920,5.88,0.61,48.22,2.56
8667,77,f,32,25-40,148545,53.50,8909,0.88,1.55,23.73,4.79
8670,5,f,56,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
8677,49,m,44,40-50,75685,60.80,8208,6.12,0.37,24.99,2.07
8678,49,f,37,25-40,75685,60.80,8208,6.12,0.37,24.99,2.07
8692,71,f,46,40-50,161227,69.70,8678,-2.39,-0.36,29.69,5.75
8726,10,m,46,40-50,92084,46.70,10124,5.49,-0.02,44.12,0.55
8737,17,f,51,25-50,74062,61.40,8114,2.40,0.24,14.74,2.50
8738,17,m,51,25-50,74062,61.40,8114,2.40,0.24,14.74,2.50
8764,70,f,59,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
8777,11,f,46,40-50,75637,36.50,9622,0.71,0.14,46.30,0.52
9173,1,m,54,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
9174,1,f,59,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
9196,21,f,60,25-50,103347,67.00,9104,0.53,0.56,22.51,1.79
9202,68,m,37,25-40,228848,57.20,9893,1.15,0.63,25.15,4.40
9217,19,f,59,25-50,51428,52.70,8402,1.94,0.85,20.40,3.55
9226,64,f,60,25-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
9231,29,f,27,25-40,45714,55.60,8843,1.53,0.78,18.66,3.21
9236,31,f,43,40-50,51313,59.20,8930,2.42,0.68,27.09,3.86
9250,1,m,36,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
9273,39,f,44,40-50,119895,89.90,10446,-1.70,2.06,40.41,8.37
9274,39,m,41,40-50,119895,89.90,10446,-1.70,2.06,40.41,8.37
9276,4,m,53,25-50,149893,67.40,9753,4.32,0.41,37.15,4.84
9313,9,f,39,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
9316,63,f,41,40-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
9340,54,m,32,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
9346,43,m,27,25-40,161854,76.30,9425,-1.20,0.78,24.64,2.11
9362,56,f,26,25-40,124605,46.00,8772,2.44,0.29,24.12,4.84
9366,72,m,24,18-25,226122,62.60,8994,-2.05,0.99,41.75,4.29
9370,59,m,24,18-25,108871,62.10,8444,-2.66,0.23,22.50,3.36
9403,16,m,25,18-25,93931,56.90,8427,0.42,0.42,20.16,1.33
9417,21,m,50,40-50,103347,67.00,9104,0.53,0.56,22.51,1.79
9418,1,m,49,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
9419,1,f,49,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
9427,62,f,29,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
9428,62,m,34,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
9433,72,f,54,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
9450,68,f,56,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
9451,68,m,57,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
9456,40,f,58,25-50,128118,85.30,9317,-0.60,0.58,53.94,6.78
9457,46,m,21,18-25,112709,73.50,8369,-2.09,0.52,24.27,2.05
9458,46,f,26,25-40,112709,73.50,8369,-2.09,0.52,24.27,2.05
9505,1,m,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
9546,50,f,44,40-50,102609,52.00,8187,0.11,0.62,20.74,5.14
9555,13,f,52,25-50,53921,41.30,8598,5.16,0.49,32.20,3.01
9569,19,f,49,40-50,51428,52.70,8402,1.94,0.85,20.40,3.55
9582,2,f,57,25-50,88884,46.70,8507,5.79,0.18,27.19,1.76
9593,74,f,31,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
9606,52,m,50,40-50,139012,61.90,8363,1.69,0.97,19.29,3.00
9611,23,m,41,40-50,87419,85.50,8624,3.65,0.87,34.76,2.23
9616,74,m,37,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
9641,64,m,54,25-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
9642,64,f,62,25-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
9663,19,m,54,25-50,51428,52.70,8402,1.94,0.85,20.40,3.55
9664,19,f,55,25-50,51428,52.70,8402,1.94,0.85,20.40,3.55
9670,38,m,51,25-50,85852,59.80,8965,1.97,1.15,31.89,7.66
9675,60,f,29,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
9680,36,m,22,18-25,159617,85.20,9198,2.11,0.95,37.36,3.81
9702,33,f,48,40-50,133777,84.70,8705,1.56,1.86,35.54,6.68
9715,35,f,22,18-25,88768,80.50,8867,2.66,0.19,39.45,1.11
9717,52,f,47,40-50,139012,61.90,8363,1.69,0.97,19.29,3.00
9718,52,m,40,25-40,139012,61.90,8363,1.69,0.97,19.29,3.00
9721,34,m,45,40-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
9755,23,f,48,40-50,87419,85.50,8624,3.65,0.87,34.76,2.23
9760,27,m,30,25-40,67298,43.80,8561,1.46,0.64,16.02,0.97
9775,70,m,39,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
9776,70,f,38,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
9798,69,f,49,40-50,42821,48.40,8173,0.00,0.00,31.71,7.01
9820,59,f,31,25-40,108871,62.10,8444,-2.66,0.23,22.50,3.36
9833,51,m,35,25-40,121947,70.50,8541,2.81,0.46,30.07,2.74
9834,51,f,39,25-40,121947,70.50,8541,2.81,0.46,30.07,2.74
9844,55,m,54,25-50,157042,33.90,8743,1.50,0.55,24.05,2.16
9845,55,f,56,25-50,157042,33.90,8743,1.50,0.55,24.05,2.16
9846,54,f,32,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
9872,9,f,32,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
9880,10,f,29,25-40,92084,46.70,10124,5.49,-0.02,44.12,0.55
9914,36,m,57,25-50,159617,85.20,9198,2.11,0.95,37.36,3.81
9915,27,m,32,25-40,67298,43.80,8561,1.46,0.64,16.02,0.97
9929,47,f,32,25-40,162580,72.80,9538,-4.11,0.30,35.33,1.66
9930,9,m,27,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
9933,74,m,58,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
9945,31,f,31,25-40,51313,59.20,8930,2.42,0.68,27.09,3.86
9946,31,m,39,25-40,51313,59.20,8930,2.42,0.68,27.09,3.86
9973,24,f,54,25-50,122603,80.00,8991,0.61,0.62,42.70,1.70
9987,73,f,49,40-50,182027,56.40,8746,0.43,0.41,24.14,3.54
9995,54,m,41,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
9997,67,m,37,25-40,106054,63.10,8110,-1.56,0.78,29.81,6.16
10023,59,f,26,25-40,108871,62.10,8444,-2.66,0.23,22.50,3.36
10040,37,f,31,25-40,114006,62.30,9065,0.17,0.93,36.46,4.92
10041,37,m,31,25-40,114006,62.30,9065,0.17,0.93,36.46,4.92
10043,45,m,34,25-40,77917,53.50,8390,0.54,0.61,26.96,2.58
10046,5,f,53,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
10066,64,f,36,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
10070,9,m,25,18-25,81344,55.30,8899,-6.15,0.58,33.65,3.68
10075,48,m,35,25-40,78955,59.00,9060,0.79,0.66,21.35,2.11
10076,26,f,30,25-40,170449,100.00,10787,1.29,0.45,36.09,2.87
10077,26,m,26,25-40,170449,100.00,10787,1.29,0.45,36.09,2.87
10090,29,f,19,18-25,45714,55.60,8843,1.53,0.78,18.66,3.21
10095,1,f,23,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
10096,1,m,21,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
10145,4,f,34,25-40,149893,67.40,9753,4.32,0.41,37.15,4.84
10159,50,m,61,25-50,102609,52.00,8187,0.11,0.62,20.74,5.14
10198,31,m,23,18-25,51313,59.20,8930,2.42,0.68,27.09,3.86
10199,31,f,20,18-25,51313,59.20,8930,2.42,0.68,27.09,3.86
10200,13,f,19,18-25,53921,41.30,8598,5.16,0.49,32.20,3.01
10201,13,m,14,-18,53921,41.30,8598,5.16,0.49,32.20,3.01
10209,59,m,24,18-25,108871,62.10,8444,-2.66,0.23,22.50,3.36
10269,70,f,59,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
10273,51,f,41,40-50,121947,70.50,8541,2.81,0.46,30.07,2.74
10274,51,m,43,40-50,121947,70.50,8541,2.81,0.46,30.07,2.74
10275,77,f,29,25-40,148545,53.50,8909,0.88,1.55,23.73,4.79
10276,77,m,23,18-25,148545,53.50,8909,0.88,1.55,23.73,4.79
10282,1,m,20,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
10287,48,f,37,25-40,78955,59.00,9060,0.79,0.66,21.35,2.11
10288,48,m,40,25-40,78955,59.00,9060,0.79,0.66,21.35,2.11
10303,64,m,37,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
10350,29,f,38,25-40,45714,55.60,8843,1.53,0.78,18.66,3.21
10351,29,m,41,40-50,45714,55.60,8843,1.53,0.78,18.66,3.21
10355,14,f,23,18-25,177686,74.80,10045,-1.74,0.29,36.30,1.56
10382,20,f,34,25-40,70646,58.40,8547,-0.30,0.99,21.98,3.15
10389,20,f,56,25-50,70646,58.40,8547,-0.30,0.99,21.98,3.15
10459,17,f,35,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
10475,51,f,51,25-50,121947,70.50,8541,2.81,0.46,30.07,2.74
10476,51,m,49,40-50,121947,70.50,8541,2.81,0.46,30.07,2.74
10479,2,f,44,40-50,88884,46.70,8507,5.79,0.18,27.19,1.76
10492,70,m,62,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
10510,23,f,54,25-50,87419,85.50,8624,3.65,0.87,34.76,2.23
10511,23,m,49,40-50,87419,85.50,8624,3.65,0.87,34.76,2.23
10517,54,f,19,18-25,387570,100.00,9897,-0.06,0.36,48.27,1.78
10528,47,f,47,40-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
10543,14,f,54,25-50,177686,74.80,10045,-1.74,0.29,36.30,1.56
10555,1,m,64,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
10563,68,m,50,40-50,228848,57.20,9893,1.15,0.63,25.15,4.40
10564,68,f,45,40-50,228848,57.20,9893,1.15,0.63,25.15,4.40
10566,74,f,57,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
10636,64,m,28,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
10639,2,m,45,40-50,88884,46.70,8507,5.79,0.18,27.19,1.76
10654,46,f,37,25-40,112709,73.50,8369,-2.09,0.52,24.27,2.05
10662,60,f,50,40-50,110643,51.90,8441,3.37,1.03,18.67,3.97
10702,17,m,61,25-50,74062,61.40,8114,2.40,0.24,14.74,2.50
10703,17,f,56,25-50,74062,61.40,8114,2.40,0.24,14.74,2.50
10714,66,f,53,25-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
10746,53,m,28,25-40,107911,50.90,8240,0.49,1.03,17.39,3.04
10777,70,f,19,18-25,285387,89.90,10177,0.81,1.12,35.02,7.19
10778,70,m,23,18-25,285387,89.90,10177,0.81,1.12,35.02,7.19
10798,1,f,19,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
10813,1,f,20,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
10818,64,m,27,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
10828,1,f,42,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
10912,15,m,36,25-40,58796,51.90,9045,0.58,0.47,31.67,3.37
10960,28,m,57,25-50,72541,36.90,8594,-0.76,0.39,21.40,1.81
10963,1,m,55,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
10987,62,f,38,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
10988,62,m,35,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
10997,1,f,27,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
10998,1,m,32,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
11004,63,m,52,25-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
11008,51,f,30,25-40,121947,70.50,8541,2.81,0.46,30.07,2.74
11034,1,m,27,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
11050,70,f,42,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
11063,64,f,44,40-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
11064,64,m,46,40-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
11083,61,m,46,40-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
11093,40,m,40,25-40,128118,85.30,9317,-0.60,0.58,53.94,6.78
11105,70,f,42,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
11114,1,m,47,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
11121,72,f,28,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
11122,72,m,20,18-25,226122,62.60,8994,-2.05,0.99,41.75,4.29
11123,47,m,51,25-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
11126,1,f,34,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
11130,1,f,38,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
11131,1,m,42,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
11136,3,f,55,25-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
11147,5,f,27,25-40,95616,51.40,9307,4.43,0.58,29.58,4.14
11149,43,m,34,25-40,161854,76.30,9425,-1.20,0.78,24.64,2.11
11195,58,m,46,40-50,109164,63.60,8757,2.37,0.57,21.45,3.67
11208,10,f,42,40-50,92084,46.70,10124,5.49,-0.02,44.12,0.55
11250,26,f,53,25-50,170449,100.00,10787,1.29,0.45,36.09,2.87
11252,32,f,34,25-40,105058,81.00,9272,1.57,0.42,42.10,3.01
11266,9,m,61,25-50,81344,55.30,8899,-6.15,0.58,33.65,3.68
11267,9,f,63,25-50,81344,55.30,8899,-6.15,0.58,33.65,3.68
11271,18,m,62,25-50,70699,65.30,8968,2.40,0.52,25.81,3.09
11274,64,m,30,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
11275,64,f,36,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
11286,56,f,59,25-50,124605,46.00,8772,2.44,0.29,24.12,4.84
11304,28,f,39,25-40,72541,36.90,8594,-0.76,0.39,21.40,1.81
11314,45,m,63,25-50,77917,53.50,8390,0.54,0.61,26.96,2.58
11319,1,f,57,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
11327,72,m,52,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
11329,69,f,38,25-40,42821,48.40,8173,0.00,0.00,31.71,7.01
11331,70,f,55,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
11337,29,m,30,25-40,45714,55.60,8843,1.53,0.78,18.66,3.21
11359,11,m,27,25-40,75637,36.50,9622,0.71,0.14,46.30,0.52
11360,11,f,27,25-40,75637,36.50,9622,0.71,0.14,46.30,0.52
11362,51,f,33,25-40,121947,70.50,8541,2.81,0.46,30.07,2.74
11371,37,f,58,25-50,114006,62.30,9065,0.17,0.93,36.46,4.92
11372,11,m,38,25-40,75637,36.50,9622,0.71,0.14,46.30,0.52
11379,74,m,47,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
11380,74,f,48,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
11381,57,f,20,18-25,161954,48.00,8720,-0.48,0.77,22.78,4.12
11405,68,f,35,25-40,228848,57.20,9893,1.15,0.63,25.15,4.40
11406,68,m,29,25-40,228848,57.20,9893,1.15,0.63,25.15,4.40
11409,32,f,19,18-25,105058,81.00,9272,1.57,0.42,42.10,3.01
11461,70,m,25,18-25,285387,89.90,10177,0.81,1.12,35.02,7.19
11491,36,f,41,40-50,159617,85.20,9198,2.11,0.95,37.36,3.81
11497,11,f,40,25-40,75637,36.50,9622,0.71,0.14,46.30,0.52
11516,59,m,61,25-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
11517,59,f,59,25-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
11545,1,f,33,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
11574,1,f,55,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
11596,70,f,59,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
11598,54,f,22,18-25,387570,100.00,9897,-0.06,0.36,48.27,1.78
11609,59,m,42,40-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
11637,73,m,48,40-50,182027,56.40,8746,0.43,0.41,24.14,3.54
11638,73,f,45,40-50,182027,56.40,8746,0.43,0.41,24.14,3.54
11662,76,m,27,25-40,127369,51.20,8369,-7.29,1.15,25.69,5.30
11676,5,f,56,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
11683,7,m,19,18-25,94725,63.40,9920,5.88,0.61,48.22,2.56
11685,64,f,34,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
11686,21,f,51,25-50,103347,67.00,9104,0.53,0.56,22.51,1.79
11687,21,m,54,25-50,103347,67.00,9104,0.53,0.56,22.51,1.79
11701,9,m,50,40-50,81344,55.30,8899,-6.15,0.58,33.65,3.68
11709,1,m,38,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
11710,1,f,32,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
11713,59,f,48,40-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
11714,59,m,54,25-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
11732,19,f,42,40-50,51428,52.70,8402,1.94,0.85,20.40,3.55
11754,62,m,33,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
11755,4,f,54,25-50,149893,67.40,9753,4.32,0.41,37.15,4.84
11768,1,f,28,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
11794,31,f,29,25-40,51313,59.20,8930,2.42,0.68,27.09,3.86
11795,31,m,22,18-25,51313,59.20,8930,2.42,0.68,27.09,3.86
11804,74,m,55,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
11851,65,m,29,25-40,114200,43.70,8403,4.91,-0.02,21.34,5.73
11855,11,m,42,40-50,75637,36.50,9622,0.71,0.14,46.30,0.52
11857,70,m,47,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
11860,70,f,74,>65,285387,89.90,10177,0.81,1.12,35.02,7.19
11866,1,m,62,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
11867,1,f,65,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
11873,38,f,36,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
11874,1,m,30,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
11875,1,f,32,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
11886,61,f,58,25-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
11906,76,m,55,25-50,127369,51.20,8369,-7.29,1.15,25.69,5.30
11907,76,f,54,25-50,127369,51.20,8369,-7.29,1.15,25.69,5.30
11911,8,m,60,25-50,112065,69.40,11277,-1.71,0.19,45.36,1.34
11943,1,m,38,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
11947,70,m,35,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
11976,54,f,60,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
11977,54,m,55,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
11978,54,m,28,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
11979,54,f,22,18-25,387570,100.00,9897,-0.06,0.36,48.27,1.78
12003,74,m,23,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
12050,52,m,56,25-50,139012,61.90,8363,1.69,0.97,19.29,3.00
12051,52,f,63,25-50,139012,61.90,8363,1.69,0.97,19.29,3.00
12079,64,f,27,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
12092,68,m,22,18-25,228848,57.20,9893,1.15,0.63,25.15,4.40
12095,47,m,60,25-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
12102,21,f,31,25-40,103347,67.00,9104,0.53,0.56,22.51,1.79
12133,27,f,35,25-40,67298,43.80,8561,1.46,0.64,16.02,0.97
12144,2,m,19,18-25,88884,46.70,8507,5.79,0.18,27.19,1.76
12145,2,f,17,-18,88884,46.70,8507,5.79,0.18,27.19,1.76
12163,1,m,45,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
12181,1,m,38,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
12220,60,f,28,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
12221,60,m,28,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
12303,24,f,25,18-25,122603,80.00,8991,0.61,0.62,42.70,1.70
12308,64,m,21,18-25,197099,74.70,9624,-1.11,0.71,22.19,1.96
12324,8,m,21,18-25,112065,69.40,11277,-1.71,0.19,45.36,1.34
12325,8,m,35,25-40,112065,69.40,11277,-1.71,0.19,45.36,1.34
12328,1,f,55,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
12344,26,f,59,25-50,170449,100.00,10787,1.29,0.45,36.09,2.87
12358,17,m,56,25-50,74062,61.40,8114,2.40,0.24,14.74,2.50
12359,17,f,64,25-50,74062,61.40,8114,2.40,0.24,14.74,2.50
12376,4,m,40,25-40,149893,67.40,9753,4.32,0.41,37.15,4.84
12378,76,f,53,25-50,127369,51.20,8369,-7.29,1.15,25.69,5.30
12382,1,m,44,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
12383,1,f,36,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
12396,62,f,29,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
12397,62,m,26,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
12416,1,m,26,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
12417,1,f,25,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
12432,55,m,34,25-40,157042,33.90,8743,1.50,0.55,24.05,2.16
